PRZ M.VEN:,159.93891369987062,SC.M.%,5.3615895267037805,,TOT.  VEN.,773.0,3.0,38.0,139.0,211.0,213.0,120.0,49.0,,,,,,,,,,,,,,,,,,123632.78029000001,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRZ.VEN1.,169.0,PRZ.VEN2.,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARTICOLO,,NEG,GIAC,CON,VEN,%VEN,35 ,36 ,37 ,38 ,,40 ,39 ,42,41 ,,,,,,,,,,,,V. Gia,V. Con.,V. Ven,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/2016NE  ,,BIKER FIBBIA 3/4 T10, NERO,AR ,7.0,52.0,53.0,5.130687318489836,%,1.0,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,376.2836538461539,2795.25,7827.101052000001,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,AU ,6.0,29.0,18.0,1.7424975798644724,%,1.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,317.7206896551724,1535.65,2695.7005320000003,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BO ,7.0,81.0,62.0,6.001936108422071,%,-1.0,1.0,1.0,1.0,2.0,2.0,,1.0,,,,,,,,,,,,373.7438271604939,4324.75,9400.781614,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BS ,9.0,61.0,46.0,4.453049370764763,%,,2.0,2.0,,2.0,2.0,,1.0,,,,,,,,,,,,474.91967213114765,3218.9,7097.6011979999985,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CA ,7.0,29.0,16.0,1.5488867376573088,%,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,373.55862068965524,1547.6,2363.5601680000004,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CO ,9.0,30.0,16.0,1.5488867376573088,%,,1.0,2.0,,2.0,3.0,,1.0,,,,,,,,,,,,475.65,1585.5,2438.100338,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EU ,11.0,138.0,142.0,13.746369796708615,%,1.0,2.0,2.0,1.0,3.0,2.0,,,,,,,,,,,,,,584.725724637681,7335.65,20898.272552,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LN ,8.0,14.0,13.0,1.2584704743465633,%,,2.0,1.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,,434.0571428571428,759.6,1577.0003040000001,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,M4 ,15.0,34.0,1.0,0.0968054211035818,%,,3.0,6.0,,4.0,2.0,,,,,,,,,,,,,,840.0,1904.0,109.99995799999999,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MC ,8.0,24.0,19.0,1.8393030009680542,%,,2.0,1.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,,431.43333333333334,1294.3,2391.0004080000003,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ME2,5.0,30.0,13.0,1.2584704743465633,%,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,264.25,1585.5,1439.6002440000002,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MI ,6.0,28.0,14.0,1.3552758954501452,%,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,317.52857142857147,1481.8,1779.600336,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MP ,2.0,,3.0,0.2904162633107454,%,,,1.0,,1.0,,,,,,,,,,,,,,,,,317.99995400000006,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MR ,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MS ,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NO ,5.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
