,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,M4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NV ,4.0,4.0,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,164.0,164.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,OR ,5.0,6.0,1.0,1.666666666666667,%,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,205.0,246.0,119.00001999999996,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PD ,2.0,4.0,2.0,3.333333333333334,%,,,1.0,1.0,,,,,,,,,,,,,,,,82.0,164.0,238.00003999999993,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RI ,4.0,4.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,164.0,164.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RM ,6.0,6.0,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,246.0,246.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,VR ,4.0,6.0,2.0,3.333333333333334,%,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,164.0,246.0,238.00003999999993,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,WEB,,,1.0,1.666666666666667,%,,,,,,,,,,,,,,,,,,,,,,119.00001999999996,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,XX ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMOSCIO       ,,,,TOT. GIAC.,50.0,,2.0,7.0,15.0,15.0,7.0,4.0,,,,,,,,,,,,,,,,,2050.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRZ M.ACQ:,41.0,(26.-2.14-0),,,TOT. CON.,60.0,3.0,11.0,16.0,17.0,9.0,4.0,,,,,,,,,,,,,,,,,,2460.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRZ M.VEN:,119.00001999999995,SC.M.%,-1.6806722631357108e-05,,TOT.  VEN.,10.0,1.0,4.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1190.0001999999995,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRZ.VEN1.,119.0,PRZ.VEN2.,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARTICOLO,,NEG,GIAC,CON,VEN,%VEN,35 ,36 ,37 ,38 ,39 ,40 ,41 ,42,,,,,,,,,,,,,V. Gia,V. Con.,V. Ven,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68/1063CBE ,,T1 MASCHERINA BORDONE GRINZE, BEIGE,AR ,4.0,6.0,2.0,2.7777777777777777,%,1.0,,2.0,,1.0,,,,,,,,,,,,,,,180.0,270.0,257.99998800000003,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
